Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Performance,Profit_Margin
21-03-2022,Headphones,Accessories,East,9,5283,1550.3,Medium,0.293450691
27-02-2023,Smartwatch,Electronics,West,6,1350,356.88,Low,0.264355556
28-11-2022,Headphones,Accessories,South,4,2500,467.34,Low,0.186936
11-02-2022,Camera,Electronics,North,4,4648,689.85,Low,0.148418675
21-05-2023,Printer,Office,North,5,650,93.41,Low,0.143707692
14-09-2022,Monitor,Accessories,North,2,1538,97.15,Low,0.06316645
15-06-2024,Smartwatch,Electronics,East,4,3928,325.32,Low,0.082820774
23-03-2022,Headphones,Accessories,North,2,2258,175.86,Low,0.077883082
09-06-2022,Monitor,Accessories,West,9,2988,447.93,Low,0.149909639
07-04-2023,Headphones,Accessories,South,8,4136,810.82,Low,0.196039652
22-10-2023,Mouse,Accessories,South,7,3605,387.82,Low,0.107578363
10-08-2023,Smartwatch,Electronics,West,3,1656,469.28,Low,0.283381643
24-12-2022,Printer,Office,West,8,7072,2113.06,High,0.298792421
04-09-2024,Keyboard,Accessories,South,8,5368,542.52,Low,0.101065574
22-01-2024,Laptop,Electronics,East,4,1356,374.79,Low,0.276393805
26-06-2024,Printer,Office,South,6,1326,338.66,Low,0.255399698
26-10-2024,Printer,Office,East,1,730,55.72,Low,0.076328767
10-05-2024,Headphones,Accessories,South,4,4664,294.05,Low,0.063046741
04-12-2023,Laptop,Electronics,North,8,3528,593.11,Low,0.168115079
19-03-2023,Mouse,Accessories,West,3,1497,190.59,Low,0.127314629
21-04-2023,Tablet,Electronics,North,3,2628,781.94,Low,0.297541857
12-11-2022,Laptop,Electronics,West,4,4196,655.29,Low,0.156170162
02-08-2022,Monitor,Accessories,South,7,1204,317.12,Low,0.263388704
23-08-2023,Printer,Office,West,7,7119,1555.05,Medium,0.218436578
12-05-2024,Tablet,Electronics,West,8,1848,351.02,Low,0.189945887
24-05-2024,Tablet,Electronics,South,4,2232,531.12,Low,0.237956989
19-12-2024,Mouse,Accessories,West,6,5190,898.86,Low,0.173190751
28-01-2022,Smartphone,Electronics,West,3,1830,403.42,Low,0.220448087
29-01-2022,Mouse,Accessories,West,1,1033,302.68,Low,0.293010649
01-11-2022,Smartwatch,Electronics,South,7,2324,611.7,Low,0.263209983
04-06-2023,Keyboard,Accessories,North,2,1942,235.42,Low,0.121225541
27-03-2022,Printer,Office,South,7,5740,1615.9,Medium,0.281515679
22-10-2022,Smartwatch,Electronics,South,9,6435,1096.88,Medium,0.170455322
29-03-2022,Mouse,Accessories,North,2,1168,172.18,Low,0.147414384
26-08-2022,Tablet,Electronics,South,9,7362,441.36,Low,0.0599511
17-10-2023,Smartwatch,Electronics,West,2,862,105.97,Low,0.122935035
25-10-2023,Mouse,Accessories,West,1,956,167.16,Low,0.174853556
07-06-2022,Smartphone,Electronics,West,7,4438,770.3,Low,0.173569175
10-10-2023,Keyboard,Accessories,East,9,972,100,Low,0.102880658
02-09-2022,Keyboard,Accessories,West,2,1816,129.24,Low,0.071167401
25-04-2023,Monitor,Accessories,East,4,596,105.89,Low,0.177667785
24-03-2024,Mouse,Accessories,East,9,1233,346.9,Low,0.28134631
09-01-2023,Headphones,Accessories,West,1,1055,88.61,Low,0.083990521
13-11-2022,Tablet,Electronics,East,2,952,112.39,Low,0.118056723
04-03-2023,Mouse,Accessories,West,1,312,40.47,Low,0.129711538
12-02-2022,Tablet,Electronics,South,2,294,35.05,Low,0.119217687
28-03-2022,Smartwatch,Electronics,North,2,474,120.91,Low,0.255084388
02-06-2023,Camera,Electronics,East,2,788,195.15,Low,0.247652284
15-05-2022,Mouse,Accessories,North,8,2760,156.53,Low,0.056713768
14-10-2023,Laptop,Electronics,North,4,908,219.79,Low,0.242059471
17-10-2022,Smartphone,Electronics,East,1,593,133.01,Low,0.224300169
16-07-2023,Headphones,Accessories,South,6,1698,193.42,Low,0.113910483
23-09-2024,Printer,Office,East,1,546,124.1,Low,0.227289377
11-08-2022,Laptop,Electronics,West,5,4380,275.84,Low,0.062977169
11-06-2023,Camera,Electronics,West,4,2472,594.62,Low,0.240542071
01-04-2024,Smartphone,Electronics,East,4,1996,396.63,Low,0.198712425
25-12-2024,Camera,Electronics,West,5,2525,699.74,Low,0.277124752
05-07-2022,Headphones,Accessories,West,9,4041,517.23,Low,0.127995546
16-07-2024,Keyboard,Accessories,South,3,858,246.86,Low,0.287715618
14-12-2022,Keyboard,Accessories,North,9,4221,1238.6,Medium,0.293437574
16-02-2023,Tablet,Electronics,East,2,858,73.49,Low,0.085652681
05-12-2024,Keyboard,Accessories,North,1,776,172.19,Low,0.22189433
23-08-2023,Laptop,Electronics,North,7,3654,871.81,Low,0.238590586
14-02-2024,Headphones,Accessories,East,3,384,45.99,Low,0.119765625
16-09-2023,Printer,Office,West,5,535,43.47,Low,0.081252336
26-11-2022,Headphones,Accessories,North,9,7992,1979.53,Medium,0.247688939
04-07-2024,Mouse,Accessories,North,7,3892,350.57,Low,0.090074512
26-02-2024,Tablet,Electronics,East,3,2637,468.6,Low,0.177701934
12-02-2024,Mouse,Accessories,South,8,8664,2349.68,High,0.271200369
03-10-2023,Smartwatch,Electronics,South,6,918,116.87,Low,0.127309368
17-01-2024,Monitor,Accessories,West,5,5625,1006.95,Medium,0.179013333
02-06-2023,Tablet,Electronics,West,6,6030,511.7,Low,0.084859038
22-04-2022,Printer,Office,West,8,432,98.44,Low,0.22787037
21-02-2024,Laptop,Electronics,South,6,1884,190.58,Low,0.101157113
21-02-2023,Laptop,Electronics,East,9,9225,2526.27,High,0.273850407
04-08-2022,Printer,Office,North,2,954,71,Low,0.07442348
07-02-2023,Smartwatch,Electronics,West,8,7072,1983.42,Medium,0.280460973
07-08-2024,Smartphone,Electronics,North,3,342,89.67,Low,0.262192982
05-02-2023,Printer,Office,South,4,2440,410.86,Low,0.168385246
22-01-2024,Mouse,Accessories,South,5,510,82.47,Low,0.161705882
12-10-2023,Smartphone,Electronics,South,1,192,16.47,Low,0.08578125
26-09-2023,Mouse,Accessories,East,5,3600,712.3,Low,0.197861111
01-06-2024,Camera,Electronics,West,7,2597,766.32,Low,0.295078937
12-08-2023,Camera,Electronics,East,4,772,215.62,Low,0.279300518
06-08-2023,Mouse,Accessories,West,2,646,180.5,Low,0.279411765
29-03-2024,Smartphone,Electronics,East,7,2947,809.46,Low,0.274672548
21-02-2023,Laptop,Electronics,South,5,880,255.9,Low,0.290795455
11-02-2022,Camera,Electronics,West,3,1038,219.69,Low,0.211647399
05-08-2024,Printer,Office,West,1,714,209.69,Low,0.293683473
04-08-2023,Laptop,Electronics,South,4,1792,506.56,Low,0.282678571
21-08-2022,Headphones,Accessories,East,6,5874,1386.51,Medium,0.236041879
13-08-2023,Smartwatch,Electronics,East,6,2496,332.08,Low,0.133044872
13-12-2023,Smartwatch,Electronics,West,3,795,60.34,Low,0.075899371
26-01-2023,Smartphone,Electronics,East,7,7238,1597.03,Medium,0.220645206
27-08-2023,Tablet,Electronics,South,1,430,83.33,Low,0.193790698
10-01-2022,Headphones,Accessories,West,4,1728,239.64,Low,0.138680556
07-04-2022,Monitor,Accessories,South,3,1833,314.79,Low,0.171734861
23-10-2023,Monitor,Accessories,North,7,7280,1682.79,Medium,0.231152473
01-03-2024,Smartwatch,Electronics,South,1,814,197.91,Low,0.243132678
06-03-2023,Printer,Office,South,8,4696,410.03,Low,0.087314736
27-07-2023,Mouse,Accessories,South,5,1190,235.64,Low,0.198016807
16-01-2024,Printer,Office,East,1,591,39.06,Low,0.066091371
29-11-2023,Mouse,Accessories,North,9,8100,2203.56,High,0.272044444
06-04-2024,Laptop,Electronics,South,6,1500,183.31,Low,0.122206667
26-07-2024,Smartwatch,Electronics,North,2,300,48.69,Low,0.1623
31-05-2023,Smartwatch,Electronics,North,9,1098,106.97,Low,0.097422587
28-05-2024,Monitor,Accessories,West,4,2336,509.49,Low,0.218103596
05-10-2022,Camera,Electronics,North,5,410,40.96,Low,0.099902439
09-10-2023,Mouse,Accessories,South,9,594,51.49,Low,0.086683502
20-09-2023,Smartwatch,Electronics,East,2,218,38.93,Low,0.178577982
25-03-2023,Tablet,Electronics,South,2,1298,123.9,Low,0.095454545
28-03-2024,Tablet,Electronics,North,5,895,180.64,Low,0.201832402
31-07-2023,Keyboard,Accessories,West,4,2828,539.43,Low,0.19074611
15-11-2023,Tablet,Electronics,West,3,813,188.94,Low,0.232398524
19-06-2024,Monitor,Accessories,West,4,1800,170.19,Low,0.09455
24-07-2024,Tablet,Electronics,West,1,99,12.79,Low,0.129191919
15-09-2022,Headphones,Accessories,West,8,7576,1703.42,Medium,0.224844245
24-01-2024,Smartwatch,Electronics,East,3,1317,71.02,Low,0.053925588
21-03-2024,Smartwatch,Electronics,West,3,957,120.27,Low,0.125673981
17-01-2022,Mouse,Accessories,South,4,1316,244.13,Low,0.185509119
20-12-2024,Headphones,Accessories,South,6,5346,351.93,Low,0.065830527
07-03-2023,Smartphone,Electronics,East,1,464,66.26,Low,0.142801724
28-09-2022,Keyboard,Accessories,North,7,3752,835.34,Low,0.222638593
01-07-2024,Keyboard,Accessories,West,6,1962,301.57,Low,0.153705403
27-11-2024,Smartphone,Electronics,South,6,2310,202.98,Low,0.08787013
01-03-2023,Tablet,Electronics,East,4,3028,685.23,Low,0.226297886
22-07-2023,Monitor,Accessories,North,3,2994,877.92,Low,0.293226453
18-06-2024,Tablet,Electronics,South,3,3393,313.45,Low,0.092381373
08-11-2024,Camera,Electronics,North,3,1209,320.61,Low,0.265186104
18-11-2022,Keyboard,Accessories,East,8,5784,1276.57,Medium,0.220707123
10-03-2022,Laptop,Electronics,West,9,3078,285.05,Low,0.092608837
18-01-2024,Printer,Office,South,4,2464,602.3,Low,0.244439935
14-12-2024,Camera,Electronics,West,5,2445,146.6,Low,0.0599591
24-02-2023,Keyboard,Accessories,North,8,5312,841.13,Low,0.158345256
31-03-2022,Keyboard,Accessories,South,1,657,101.85,Low,0.155022831
17-05-2024,Keyboard,Accessories,South,3,2580,173.89,Low,0.067399225
05-10-2022,Laptop,Electronics,East,8,4624,893.74,Low,0.193282872
22-11-2023,Smartwatch,Electronics,North,2,1258,146.7,Low,0.116613672
28-07-2024,Camera,Electronics,East,7,6468,398.23,Low,0.061569264
24-05-2023,Monitor,Accessories,West,3,1359,152.85,Low,0.112472406
28-11-2024,Laptop,Electronics,North,1,104,18.67,Low,0.179519231
01-03-2023,Headphones,Accessories,South,3,1785,93.17,Low,0.052196078
04-06-2022,Monitor,Accessories,North,8,7728,1748.26,Medium,0.22622412
27-05-2023,Smartphone,Electronics,West,6,4188,1231.16,Medium,0.293973257
25-06-2022,Smartwatch,Electronics,South,8,3520,359.84,Low,0.102227273
12-08-2023,Camera,Electronics,East,3,2280,365.17,Low,0.160162281
09-07-2024,Printer,Office,North,9,2484,655.54,Low,0.263904992
17-04-2024,Tablet,Electronics,West,3,1248,348.19,Low,0.278998397
12-12-2023,Smartwatch,Electronics,West,2,850,59.92,Low,0.070494118
07-01-2022,Printer,Office,East,4,1412,150.13,Low,0.106324363
30-05-2022,Headphones,Accessories,North,1,465,26.5,Low,0.056989247
28-05-2024,Printer,Office,West,1,293,29.58,Low,0.100955631
01-01-2022,Tablet,Electronics,North,9,9234,2523.67,High,0.273301928
01-12-2022,Tablet,Electronics,North,2,1298,239.45,Low,0.184476117
07-08-2024,Printer,Office,East,9,9477,2443.62,High,0.25784742
29-05-2024,Printer,Office,South,7,6713,457.99,Low,0.068224341
25-04-2022,Laptop,Electronics,South,5,5700,999.26,Low,0.175308772
29-07-2024,Camera,Electronics,West,6,4146,700.46,Low,0.168948384
11-10-2023,Tablet,Electronics,North,8,6968,704.55,Low,0.101112227
09-09-2024,Camera,Electronics,East,2,1054,243.5,Low,0.231024668
15-03-2022,Keyboard,Accessories,West,3,1983,453.09,Low,0.228487141
26-10-2023,Keyboard,Accessories,South,5,875,70.72,Low,0.080822857
25-09-2023,Printer,Office,North,2,268,63.01,Low,0.23511194
17-07-2024,Headphones,Accessories,West,6,5370,1045.1,Medium,0.19461825
10-01-2024,Monitor,Accessories,West,8,3624,1071.43,Medium,0.295648455
22-09-2024,Smartwatch,Electronics,West,4,1932,301.16,Low,0.155879917
05-09-2022,Smartphone,Electronics,North,7,6020,384.74,Low,0.063910299
02-05-2024,Headphones,Accessories,East,5,1775,234.67,Low,0.132208451
09-03-2023,Smartwatch,Electronics,West,3,1488,382.09,Low,0.256780914
21-09-2024,Keyboard,Accessories,East,6,6720,1113.56,Medium,0.165708333
06-04-2022,Mouse,Accessories,East,7,5047,1356.23,Medium,0.268720032
07-03-2022,Tablet,Electronics,East,5,3735,957.13,Low,0.256259705
26-02-2024,Keyboard,Accessories,East,5,1250,120.74,Low,0.096592
11-01-2022,Tablet,Electronics,North,7,2751,548.05,Low,0.199218466
14-07-2023,Laptop,Electronics,East,9,468,58.98,Low,0.126025641
06-07-2023,Printer,Office,North,4,632,114.82,Low,0.181677215
15-09-2022,Keyboard,Accessories,South,7,798,219.2,Low,0.274686717
28-01-2022,Smartwatch,Electronics,South,5,1295,104.26,Low,0.080509653
10-12-2024,Camera,Electronics,West,4,3360,540.38,Low,0.160827381
11-06-2023,Camera,Electronics,North,5,995,206.95,Low,0.20798995
20-12-2024,Smartwatch,Electronics,East,5,550,28.72,Low,0.052218182
27-02-2023,Monitor,Accessories,West,8,5384,724.8,Low,0.1346211
19-11-2023,Printer,Office,East,3,3534,489.06,Low,0.138387097
20-02-2024,Smartphone,Electronics,West,9,6813,890.05,Low,0.130639953
27-11-2023,Smartwatch,Electronics,East,6,5508,1632.37,Medium,0.296363471
27-01-2022,Headphones,Accessories,East,1,966,202.53,Low,0.209658385
04-07-2024,Mouse,Accessories,South,4,460,92.24,Low,0.200521739
26-06-2023,Smartphone,Electronics,North,6,7026,459.4,Low,0.06538571
24-05-2024,Smartphone,Electronics,South,5,910,116.47,Low,0.127989011
22-08-2022,Monitor,Accessories,West,9,5796,1729.18,Medium,0.298340235
28-09-2022,Monitor,Accessories,North,3,1050,292.64,Low,0.278704762
28-05-2024,Mouse,Accessories,West,1,1043,151.13,Low,0.144899329
08-10-2022,Printer,Office,South,3,3330,503.85,Low,0.151306306
19-01-2022,Mouse,Accessories,East,8,1896,448.53,Low,0.236566456
29-04-2023,Camera,Electronics,West,5,5170,1248.66,Medium,0.241520309
24-04-2023,Printer,Office,North,2,466,25.04,Low,0.053733906
15-06-2023,Mouse,Accessories,North,8,6032,1636.61,Medium,0.271321286
22-03-2023,Camera,Electronics,South,1,1084,103.06,Low,0.095073801
20-09-2023,Keyboard,Accessories,North,2,490,45.34,Low,0.092530612
30-06-2022,Monitor,Accessories,North,6,558,57.01,Low,0.102168459
18-02-2024,Monitor,Accessories,East,4,4024,787.06,Low,0.195591451
02-02-2023,Mouse,Accessories,East,4,1560,461.15,Low,0.295608974
08-03-2024,Laptop,Electronics,North,1,126,26.62,Low,0.211269841
08-10-2023,Mouse,Accessories,South,7,4921,827.87,Low,0.168232067
10-10-2023,Headphones,Accessories,West,5,2665,532.76,Low,0.199909944
05-04-2023,Headphones,Accessories,South,4,200,58.42,Low,0.2921
01-08-2024,Smartwatch,Electronics,East,2,186,32.48,Low,0.174623656
12-10-2024,Monitor,Accessories,South,8,5456,898.06,Low,0.16460044
29-07-2022,Smartwatch,Electronics,West,9,3321,540.67,Low,0.162803372
13-02-2024,Headphones,Accessories,North,7,3766,914.49,Low,0.242827934
07-05-2022,Keyboard,Accessories,West,6,3150,498.63,Low,0.158295238
19-05-2022,Laptop,Electronics,East,2,646,110.13,Low,0.170479876
12-08-2022,Smartphone,Electronics,South,5,2665,369.73,Low,0.13873546
13-10-2023,Smartwatch,Electronics,North,9,1467,384.22,Low,0.261908657
05-07-2024,Tablet,Electronics,North,7,4620,990.79,Low,0.21445671
17-03-2023,Tablet,Electronics,West,8,1184,148.69,Low,0.12558277
01-11-2023,Camera,Electronics,East,1,113,20.07,Low,0.177610619
02-10-2024,Printer,Office,East,8,3336,492.76,Low,0.147709832
09-04-2023,Smartphone,Electronics,South,4,4224,477.33,Low,0.113004261
09-07-2022,Headphones,Accessories,North,3,1098,144.24,Low,0.13136612
10-03-2024,Camera,Electronics,South,8,4400,351.82,Low,0.079959091
08-05-2022,Printer,Office,North,8,5616,723.42,Low,0.128814103
02-03-2024,Printer,Office,North,7,4676,520.38,Low,0.111287425
19-07-2022,Smartwatch,Electronics,North,2,2370,641.23,Low,0.270561181
24-01-2023,Mouse,Accessories,West,7,4487,688.76,Low,0.153501226
01-10-2024,Camera,Electronics,North,6,6384,1754.15,Medium,0.27477287
30-03-2023,Keyboard,Accessories,South,8,2960,878.11,Low,0.296658784
24-03-2022,Smartwatch,Electronics,East,1,897,250.78,Low,0.279576366
25-03-2023,Smartphone,Electronics,East,2,1178,120.51,Low,0.102300509
20-01-2023,Smartwatch,Electronics,East,2,1026,64.51,Low,0.062875244
22-05-2022,Printer,Office,South,1,1148,89.04,Low,0.077560976
15-02-2023,Printer,Office,West,7,3185,765.41,Low,0.240317111
03-03-2022,Smartphone,Electronics,East,7,5180,463.35,Low,0.089449807
02-11-2022,Headphones,Accessories,South,5,2025,295.13,Low,0.14574321
24-12-2024,Tablet,Electronics,North,9,1359,187.72,Low,0.138130979
30-03-2023,Camera,Electronics,South,4,1836,462.52,Low,0.251917211
03-12-2022,Tablet,Electronics,West,2,702,112.04,Low,0.15960114
07-12-2024,Smartphone,Electronics,West,8,6576,1337.38,Medium,0.203372871
07-03-2024,Smartwatch,Electronics,West,2,1428,398.24,Low,0.278879552
08-01-2023,Camera,Electronics,North,7,6853,1259.03,Medium,0.183719539
16-05-2022,Camera,Electronics,West,2,1492,276.56,Low,0.18536193
29-04-2024,Printer,Office,North,6,1938,146.73,Low,0.075712074
08-01-2023,Camera,Electronics,South,5,905,70.91,Low,0.078353591
25-02-2022,Printer,Office,North,3,2571,510.01,Low,0.198370284
08-04-2024,Tablet,Electronics,West,4,1500,127.81,Low,0.085206667
17-03-2023,Smartwatch,Electronics,South,9,8712,1034.27,Medium,0.11871786
23-07-2024,Monitor,Accessories,East,4,1308,368.28,Low,0.281559633
06-03-2024,Smartphone,Electronics,South,4,2648,707.32,Low,0.267114804
18-03-2022,Camera,Electronics,South,9,9810,1666.96,Medium,0.169924567
03-05-2024,Headphones,Accessories,North,3,3291,274.1,Low,0.083287754
22-09-2022,Smartwatch,Electronics,North,1,758,96.44,Low,0.127229551
29-09-2022,Keyboard,Accessories,East,7,2436,715.14,Low,0.293571429
01-06-2024,Smartwatch,Electronics,North,7,560,163.16,Low,0.291357143
20-10-2022,Smartphone,Electronics,West,8,4240,519.72,Low,0.122575472
05-09-2024,Monitor,Accessories,East,8,5416,403.52,Low,0.07450517
16-07-2023,Smartphone,Electronics,East,8,1728,477.7,Low,0.276446759
15-07-2023,Keyboard,Accessories,West,9,6309,801.15,Low,0.126985259
08-08-2023,Keyboard,Accessories,North,8,3400,758.57,Low,0.223108824
29-04-2022,Laptop,Electronics,East,1,403,72.45,Low,0.179776675
17-12-2022,Keyboard,Accessories,South,4,2108,375.62,Low,0.178187856
30-09-2022,Headphones,Accessories,West,2,1090,296.12,Low,0.271669725
06-11-2022,Keyboard,Accessories,North,7,1274,317.92,Low,0.249544741
11-04-2024,Mouse,Accessories,South,3,1056,70.54,Low,0.066799242
01-06-2023,Mouse,Accessories,North,9,5247,921.09,Low,0.175546026
06-11-2023,Mouse,Accessories,West,7,6006,1595.22,Medium,0.265604396
18-01-2024,Monitor,Accessories,West,5,5415,1261.65,Medium,0.23299169
24-02-2022,Smartphone,Electronics,West,1,632,81.54,Low,0.129018987
31-01-2024,Printer,Office,West,8,6160,947.96,Low,0.15388961
26-05-2023,Printer,Office,South,1,857,172.91,Low,0.20176196
28-01-2023,Tablet,Electronics,East,1,169,22.99,Low,0.136035503
01-10-2023,Tablet,Electronics,West,7,1463,175.13,Low,0.119706083
18-12-2022,Camera,Electronics,East,8,7528,1283.07,Medium,0.170439692
24-12-2022,Smartwatch,Electronics,West,2,1158,227.61,Low,0.196554404
17-06-2022,Monitor,Accessories,West,4,200,20.25,Low,0.10125
01-01-2023,Smartphone,Electronics,West,2,1514,180.67,Low,0.119332893
07-07-2024,Smartwatch,Electronics,South,7,2632,738.93,Low,0.28074848
31-07-2022,Keyboard,Accessories,North,1,358,77.84,Low,0.217430168
04-06-2023,Camera,Electronics,East,8,2360,653.3,Low,0.276822034
29-08-2023,Keyboard,Accessories,South,5,5275,594.29,Low,0.112661611
06-04-2023,Monitor,Accessories,East,9,1719,251.85,Low,0.146509599
04-02-2023,Smartphone,Electronics,West,6,1956,434.03,Low,0.221896728
27-08-2022,Keyboard,Accessories,West,3,1875,152.07,Low,0.081104
13-06-2022,Monitor,Accessories,South,4,984,157.72,Low,0.160284553
20-08-2023,Camera,Electronics,South,4,3616,789.63,Low,0.218371128
18-10-2024,Tablet,Electronics,West,5,4560,1180.8,Medium,0.258947368
14-09-2024,Smartphone,Electronics,West,8,7496,2019.32,High,0.269386339
17-08-2022,Camera,Electronics,North,5,5070,889.97,Low,0.175536489
21-04-2022,Smartwatch,Electronics,North,5,4505,1351.28,Medium,0.299951165
13-01-2022,Tablet,Electronics,South,2,1916,503.83,Low,0.26295929
28-08-2024,Camera,Electronics,West,7,8113,1103.57,Medium,0.136024898
13-08-2022,Laptop,Electronics,North,9,1809,392.44,Low,0.216937535
01-09-2023,Laptop,Electronics,South,3,1227,229.75,Low,0.187245314
20-07-2023,Laptop,Electronics,South,6,2040,124.65,Low,0.061102941
22-12-2022,Tablet,Electronics,West,6,6324,629.2,Low,0.099493991
25-03-2023,Printer,Office,North,3,2724,521.24,Low,0.191350954
14-05-2023,Laptop,Electronics,South,1,1188,110.32,Low,0.092861953
23-01-2024,Keyboard,Accessories,East,8,8776,1561.07,Medium,0.177879444
25-03-2023,Laptop,Electronics,South,9,5553,1432.76,Medium,0.258015487
27-08-2022,Smartphone,Electronics,South,2,970,262.19,Low,0.270298969
15-07-2022,Keyboard,Accessories,South,5,940,56.7,Low,0.060319149
08-07-2024,Printer,Office,East,1,1175,171.51,Low,0.145965957
07-11-2022,Laptop,Electronics,East,9,4860,1425.54,Medium,0.293320988
18-10-2022,Headphones,Accessories,North,1,987,207.69,Low,0.210425532
17-05-2024,Camera,Electronics,East,7,2968,485.13,Low,0.163453504
09-03-2022,Mouse,Accessories,East,3,2172,364.77,Low,0.167941989
01-01-2022,Headphones,Accessories,South,7,3941,628.96,Low,0.159594012
22-06-2022,Headphones,Accessories,North,7,2261,566.36,Low,0.250490933
15-07-2022,Smartwatch,Electronics,West,9,8802,2519.93,High,0.286290616
15-03-2023,Printer,Office,South,5,3025,172.43,Low,0.057001653
16-01-2022,Printer,Office,North,4,4428,600.55,Low,0.135625565
28-10-2024,Mouse,Accessories,West,9,7344,1417.84,Medium,0.193061002
23-08-2024,Keyboard,Accessories,East,4,2236,167.78,Low,0.075035778
24-11-2024,Smartphone,Electronics,South,8,536,57.08,Low,0.106492537
20-10-2024,Monitor,Accessories,North,5,1980,249.22,Low,0.125868687
26-01-2022,Printer,Office,East,6,2100,202.86,Low,0.0966
16-04-2023,Smartwatch,Electronics,West,3,1497,122.76,Low,0.082004008
18-07-2024,Laptop,Electronics,North,6,4200,1013.7,Medium,0.241357143
21-11-2022,Headphones,Accessories,South,2,1242,191.82,Low,0.154444444
29-11-2022,Smartwatch,Electronics,South,5,1570,312.81,Low,0.199242038
01-07-2023,Monitor,Accessories,East,4,428,86.62,Low,0.202383178
02-02-2023,Printer,Office,South,1,914,270.74,Low,0.296214442
13-12-2024,Tablet,Electronics,North,3,465,98.93,Low,0.212752688
27-08-2022,Smartwatch,Electronics,North,2,1062,83.49,Low,0.078615819
26-05-2022,Camera,Electronics,South,8,8720,1984.11,Medium,0.22753555
04-02-2024,Mouse,Accessories,South,6,1308,343.61,Low,0.262698777
12-12-2024,Headphones,Accessories,South,9,8514,1291.97,Medium,0.151746535
07-02-2023,Tablet,Electronics,North,2,1212,151.07,Low,0.124645215
24-04-2023,Headphones,Accessories,West,4,2576,503.57,Low,0.195485248
26-09-2023,Keyboard,Accessories,East,8,4800,606.19,Low,0.126289583
02-10-2022,Smartwatch,Electronics,East,5,1440,274.54,Low,0.190652778
12-09-2022,Smartwatch,Electronics,North,9,10251,737.45,Low,0.071939323
18-01-2023,Smartphone,Electronics,North,7,3038,570.98,Low,0.187946017
24-11-2022,Monitor,Accessories,West,9,6993,1945.56,Medium,0.278215358
07-03-2024,Monitor,Accessories,East,4,1632,247.88,Low,0.151887255
07-10-2024,Keyboard,Accessories,East,9,5706,1704.8,Medium,0.298773221
29-08-2022,Camera,Electronics,North,9,9657,1187.22,Medium,0.122938801
31-01-2022,Smartwatch,Electronics,East,5,4405,450.83,Low,0.102345062
14-12-2023,Keyboard,Accessories,East,4,1720,360.78,Low,0.209755814
13-08-2023,Camera,Electronics,South,7,4557,234.62,Low,0.051485627
12-12-2024,Headphones,Accessories,West,7,2380,431.43,Low,0.181273109
11-02-2022,Headphones,Accessories,North,8,456,74.99,Low,0.164451754
16-11-2023,Camera,Electronics,East,6,6534,355.03,Low,0.054335782
04-03-2022,Smartphone,Electronics,North,6,3456,307.46,Low,0.08896412
29-06-2022,Keyboard,Accessories,West,9,8163,2352.46,High,0.288185716
28-08-2023,Headphones,Accessories,North,6,4656,601.71,Low,0.129233247
16-09-2022,Smartphone,Electronics,West,2,966,241.54,Low,0.250041408
02-12-2022,Mouse,Accessories,East,4,2580,669.67,Low,0.259562016
02-10-2022,Camera,Electronics,South,9,8127,1906.5,Medium,0.234588409
19-05-2022,Smartwatch,Electronics,South,4,2128,614.05,Low,0.288557331
05-06-2022,Smartphone,Electronics,South,9,6417,1100.52,Medium,0.171500701
11-06-2022,Keyboard,Accessories,East,7,3997,494.78,Low,0.123787841
14-03-2023,Laptop,Electronics,West,1,879,149.52,Low,0.170102389
17-11-2023,Laptop,Electronics,North,3,2415,538.39,Low,0.222935818
27-09-2024,Camera,Electronics,West,4,1064,314.84,Low,0.295902256
17-02-2022,Mouse,Accessories,South,4,1156,326.92,Low,0.282802768
12-05-2022,Smartphone,Electronics,North,1,1184,218.27,Low,0.184349662
05-02-2022,Keyboard,Accessories,South,3,1950,211.16,Low,0.108287179
29-08-2022,Laptop,Electronics,South,4,1088,295.09,Low,0.271222426
04-12-2023,Printer,Office,South,6,4380,522.3,Low,0.119246575
20-04-2024,Camera,Electronics,South,1,998,196.17,Low,0.196563126
25-05-2024,Smartphone,Electronics,East,6,5766,675.17,Low,0.11709504
09-10-2024,Tablet,Electronics,West,6,3120,274.65,Low,0.088028846
07-03-2022,Printer,Office,East,7,637,68.11,Low,0.106923077
26-10-2023,Laptop,Electronics,West,6,3306,697.74,Low,0.211052632
31-05-2022,Monitor,Accessories,South,6,7020,726.72,Low,0.103521368
16-09-2022,Camera,Electronics,South,7,5971,502.14,Low,0.084096466
22-11-2023,Laptop,Electronics,North,2,750,77.68,Low,0.103573333
26-04-2024,Tablet,Electronics,North,3,2379,523,Low,0.219840269
21-08-2022,Camera,Electronics,North,1,699,108.94,Low,0.155851216
16-01-2023,Camera,Electronics,West,9,6876,1895.24,Medium,0.275631181
02-02-2022,Monitor,Accessories,North,8,1800,494.02,Low,0.274455556
11-07-2024,Tablet,Electronics,South,5,1255,236.25,Low,0.188247012
04-06-2022,Smartwatch,Electronics,East,9,1998,343.58,Low,0.171961962
26-11-2022,Headphones,Accessories,East,1,307,80.19,Low,0.261205212
25-06-2024,Printer,Office,West,1,235,54.87,Low,0.233489362
01-11-2023,Monitor,Accessories,South,6,1506,407.73,Low,0.270737052
26-10-2024,Tablet,Electronics,North,8,2464,216.51,Low,0.087869318
